43.7,  -79.4
45.5,  -73.6
49.3, -123.1
51.1, -114.1
53.5, -113.5
45.4,  -75.7
49.9,  -97.1
46.8,  -71.2
43.3,  -79.9
43.4,  -80.5
43.0,  -81.2
44.6,  -63.6
43.9,  -78.9
42.3,  -83.0
52.1, -106.7
43.2,  -79.2
50.5, -104.6
47.6,  -52.7
49.9, -119.5
